return_id,order_id,product_id,customer_id,return_date,return_reason,refund_type,refund_amount,restocking_fee,condition_on_return,processed_by
RET0006727,ORD0081787,PRD0191,CUST013247,2024-09-09,Not As Described,Partial Refund,643.48,10.42,Fair,EMP0166
RET0006728,ORD0038907,PRD0217,CUST009401,2024-10-01,Late Delivery,Partial Refund,5247.76,3.27,Like New,EMP0036
RET0006729,ORD0045386,PRD0158,CUST008234,2024-02-16,Defective Product,Partial Refund,1417.39,5.5,Like New,EMP0121
RET0006730,ORD0015450,PRD0171,CUST014194,2023-08-31,Better Price Found,Partial Refund,3148.53,0.26,Fair,EMP0141
RET0006731,ORD0097657,PRD0012,CUST015839,2024-11-02,Better Price Found,Exchange,3507.93,1.56,Good,EMP0084
RET0006732,ORD0087338,PRD0485,CUST000260,2023-11-10,Better Price Found,Full Refund,3379.86,13.42,Good,EMP0167
RET0006733,ORD0019498,PRD0295,CUST001147,2024-03-20,Wrong Item Shipped,Exchange,640.55,11.91,Good,EMP0156
RET0006734,ORD0019945,PRD0277,CUST017790,2024-03-25,Damaged in Transit,Full Refund,1739.78,8.02,Like New,EMP0119
RET0006735,ORD0065695,PRD0168,CUST003134,2023-07-24,Not As Described,Full Refund,1818.39,13.7,Good,EMP0197
RET0006736,ORD0022804,PRD0104,CUST017284,2023-08-19,Duplicate Order,Exchange,3599.71,5.74,Good,EMP0112
RET0006737,ORD0006044,PRD0305,CUST012563,2023-04-27,Not As Described,Exchange,3252.55,2.87,Poor,EMP0069
RET0006738,ORD0067943,PRD0496,CUST003928,2024-08-16,Wrong Item Shipped,Exchange,624.74,12.33,Good,EMP0096
RET0006739,ORD0042163,PRD0474,CUST003572,2024-02-08,Wrong Item Shipped,Partial Refund,726.18,7.55,Fair,EMP0182
RET0006740,ORD0096112,PRD0183,CUST007001,2024-04-02,Better Price Found,Partial Refund,5532.51,5.28,Like New,EMP0098
RET0006741,ORD0061201,PRD0092,CUST006765,2023-07-01,Not As Described,Full Refund,7128.63,0.96,Fair,EMP0100
RET0006742,ORD0050427,PRD0018,CUST009095,2023-12-18,Wrong Item Shipped,Partial Refund,207.57,11.74,Good,EMP0044
RET0006743,ORD0072418,PRD0191,CUST009907,2023-03-12,Late Delivery,Full Refund,2577.22,0.07,Good,EMP0122
RET0006744,ORD0043986,PRD0316,CUST011044,2023-10-20,Duplicate Order,Full Refund,70.58,5.02,Like New,EMP0177
RET0006745,ORD0006164,PRD0249,CUST004129,2023-07-08,Duplicate Order,Full Refund,1925.46,7.16,Good,EMP0170
RET0006746,ORD0000943,PRD0181,CUST008778,2023-08-11,Late Delivery,Full Refund,6209.17,2.07,Good,EMP0113
RET0006747,ORD0014354,PRD0155,CUST009924,2024-10-12,Not As Described,Exchange,493.77,5.17,Good,EMP0094
RET0006748,ORD0009870,PRD0162,CUST017021,2023-08-17,Not As Described,Exchange,1423.66,12.18,Good,EMP0092
RET0006749,ORD0060418,PRD0032,CUST018837,2024-06-25,Duplicate Order,Partial Refund,2663.27,13.96,Good,EMP0064
RET0006750,ORD0004422,PRD0422,CUST002355,2023-11-27,Wrong Item Shipped,Partial Refund,1220.41,3.76,Poor,EMP0165
RET0006751,ORD0075510,PRD0035,CUST012385,2023-09-04,Defective Product,Partial Refund,1254.89,11.66,Good,EMP0161
RET0006752,ORD0055514,PRD0143,CUST012062,2024-06-18,Wrong Item Shipped,Full Refund,1089.77,3.91,Like New,EMP0004
RET0006753,ORD0070315,PRD0179,CUST012180,2024-05-26,Not As Described,Partial Refund,1820.87,3.26,Good,EMP0165
RET0006754,ORD0065692,PRD0468,CUST019219,2025-01-12,Not As Described,Partial Refund,5814.94,8.32,Good,EMP0121
RET0006755,ORD0030681,PRD0442,CUST001729,2023-12-23,Late Delivery,Full Refund,1419.88,6.09,Like New,EMP0081
RET0006756,ORD0068051,PRD0032,CUST014933,2023-02-17,Duplicate Order,Partial Refund,871.78,9.28,Like New,EMP0089
RET0006757,ORD0058995,PRD0041,CUST014264,2023-10-03,Wrong Item Shipped,Full Refund,337.28,4.37,Like New,EMP0182
RET0006758,ORD0089853,PRD0298,CUST013357,2025-01-24,Better Price Found,Full Refund,1520.07,13.86,Like New,EMP0076
RET0006759,ORD0054008,PRD0251,CUST005114,2024-03-17,Duplicate Order,Partial Refund,3954.98,11.53,Like New,EMP0023
RET0006760,ORD0099513,PRD0008,CUST018428,2024-01-14,Late Delivery,Full Refund,349.48,2.89,Poor,EMP0086
RET0006761,ORD0067621,PRD0045,CUST001534,2023-12-05,Wrong Item Shipped,Partial Refund,287.98,9.19,Fair,EMP0144
RET0006762,ORD0032572,PRD0217,CUST016316,2024-02-22,Not As Described,Full Refund,5651.93,5.83,Like New,EMP0100
RET0006763,ORD0052529,PRD0128,CUST009800,2024-11-08,Wrong Item Shipped,Full Refund,2411.1,2.64,Good,EMP0048
RET0006764,ORD0054316,PRD0347,CUST018134,2024-11-13,Changed Mind,Exchange,1457.46,3.28,Like New,EMP0021
RET0006765,ORD0045395,PRD0067,CUST002055,2024-09-05,Changed Mind,Full Refund,2634.43,9.55,Good,EMP0002
RET0006766,ORD0008529,PRD0408,CUST017541,2024-01-20,Defective Product,Full Refund,772.32,11.59,Like New,EMP0043
RET0006767,ORD0029293,PRD0207,CUST019837,2024-12-12,Better Price Found,Exchange,1191.84,12.72,Fair,EMP0173
RET0006768,ORD0063462,PRD0173,CUST013437,2023-03-29,Better Price Found,Exchange,6404.64,1.93,Like New,EMP0026
RET0006769,ORD0010808,PRD0304,CUST012049,2024-12-14,Late Delivery,Exchange,524.21,7.88,Like New,EMP0117
RET0006770,ORD0041945,PRD0115,CUST005336,2023-05-14,Duplicate Order,Full Refund,2086.43,4.82,Like New,EMP0144
RET0006771,ORD0095639,PRD0112,CUST001422,2023-09-05,Better Price Found,Full Refund,591.35,11.4,Poor,EMP0109
RET0006772,ORD0012687,PRD0499,CUST019066,2024-10-17,Better Price Found,Partial Refund,1540.23,12.96,Good,EMP0035
RET0006773,ORD0032902,PRD0418,CUST016736,2024-06-30,Changed Mind,Full Refund,923.1,7.58,Good,EMP0087
RET0006774,ORD0023661,PRD0226,CUST017655,2023-07-07,Wrong Item Shipped,Partial Refund,532.17,1.36,Fair,EMP0180
RET0006775,ORD0092958,PRD0180,CUST013133,2023-06-03,Not As Described,Exchange,473.96,10.63,Like New,EMP0165
RET0006776,ORD0051336,PRD0456,CUST013522,2023-07-15,Damaged in Transit,Full Refund,610.24,12.36,Fair,EMP0171
RET0006777,ORD0081852,PRD0288,CUST006820,2023-04-28,Changed Mind,Partial Refund,443.55,7.51,Fair,EMP0090
RET0006778,ORD0063806,PRD0475,CUST018086,2024-04-21,Late Delivery,Exchange,491.19,0.59,Good,EMP0019
RET0006779,ORD0049688,PRD0186,CUST014672,2023-05-05,Changed Mind,Partial Refund,363.76,0.28,Good,EMP0187
RET0006780,ORD0032683,PRD0452,CUST011442,2023-09-10,Better Price Found,Exchange,622.96,7.61,Like New,EMP0096
RET0006781,ORD0097132,PRD0214,CUST014298,2023-08-05,Not As Described,Partial Refund,2492.24,13.69,Like New,EMP0107
RET0006782,ORD0085513,PRD0331,CUST001736,2023-07-04,Defective Product,Full Refund,1054.47,4.41,Good,EMP0061
RET0006783,ORD0061940,PRD0357,CUST011706,2024-04-15,Better Price Found,Partial Refund,552.07,12.53,Fair,EMP0187
RET0006784,ORD0065083,PRD0146,CUST009308,2024-05-10,Defective Product,Full Refund,652.65,1.49,Fair,EMP0110
RET0006785,ORD0003645,PRD0004,CUST012693,2024-02-02,Better Price Found,Partial Refund,5096.88,2.37,Like New,EMP0055
RET0006786,ORD0069038,PRD0209,CUST015435,2024-02-15,Changed Mind,Exchange,1725.61,3.54,Good,EMP0104
RET0006787,ORD0005793,PRD0496,CUST012299,2023-03-25,Changed Mind,Partial Refund,1637.11,10.31,Good,EMP0176
RET0006788,ORD0088991,PRD0224,CUST002744,2024-09-14,Wrong Item Shipped,Exchange,436.41,6.61,Good,EMP0175
RET0006789,ORD0091764,PRD0284,CUST004203,2024-08-14,Late Delivery,Partial Refund,1257.83,8.49,Poor,EMP0071
RET0006790,ORD0095431,PRD0415,CUST001045,2023-05-08,Damaged in Transit,Partial Refund,3255.12,0.53,Good,EMP0047
RET0006791,ORD0089197,PRD0229,CUST000172,2023-11-24,Defective Product,Exchange,6010.33,5.07,Like New,EMP0001
RET0006792,ORD0041848,PRD0311,CUST015789,2024-03-24,Duplicate Order,Full Refund,832.36,6.93,Like New,EMP0164
RET0006793,ORD0008270,PRD0285,CUST016255,2023-05-09,Duplicate Order,Partial Refund,1889.53,5.81,Good,EMP0101
RET0006794,ORD0017936,PRD0008,CUST007274,2024-10-04,Better Price Found,Full Refund,664.05,12.65,Damaged,EMP0147
RET0006795,ORD0083808,PRD0193,CUST012699,2023-03-04,Better Price Found,Partial Refund,4208.05,1.02,Like New,EMP0106
RET0006796,ORD0091750,PRD0426,CUST004050,2023-08-15,Damaged in Transit,Exchange,228.92,7.19,Like New,EMP0028
RET0006797,ORD0093576,PRD0101,CUST013842,2023-04-23,Late Delivery,Full Refund,1279.24,5.35,Good,EMP0148
RET0006798,ORD0075342,PRD0431,CUST019154,2023-09-14,Wrong Item Shipped,Exchange,550.21,12.24,Good,EMP0042
RET0006799,ORD0040514,PRD0276,CUST017090,2023-09-16,Damaged in Transit,Full Refund,882.32,0.97,Good,EMP0113
RET0006800,ORD0092116,PRD0159,CUST007756,2023-11-10,Defective Product,Full Refund,2985.95,13.11,Good,EMP0148
RET0006801,ORD0076918,PRD0160,CUST002117,2023-08-22,Wrong Item Shipped,Full Refund,3672.5,12.37,Fair,EMP0096
RET0006802,ORD0037930,PRD0317,CUST009576,2024-02-07,Late Delivery,Full Refund,358.56,12.53,Good,EMP0111
RET0006803,ORD0055290,PRD0153,CUST005545,2023-08-07,Not As Described,Exchange,3221.45,12.03,Good,EMP0035
RET0006804,ORD0015906,PRD0195,CUST019347,2024-07-26,Late Delivery,Partial Refund,820.57,7.59,Poor,EMP0175
RET0006805,ORD0014376,PRD0338,CUST002321,2024-03-02,Not As Described,Exchange,1831.65,8.43,Good,EMP0075
RET0006806,ORD0051041,PRD0494,CUST001827,2024-01-09,Not As Described,Exchange,2631.75,11.74,Good,EMP0010
RET0006807,ORD0006991,PRD0259,CUST008544,2024-05-25,Damaged in Transit,Exchange,2743.33,0.34,Good,EMP0116
RET0006808,ORD0076856,PRD0256,CUST006737,2024-07-17,Duplicate Order,Full Refund,2389.54,14.47,Good,EMP0195
RET0006809,ORD0063507,PRD0384,CUST012569,2023-06-27,Damaged in Transit,Partial Refund,2883.34,2.64,Fair,EMP0090
RET0006810,ORD0092233,PRD0144,CUST014324,2023-03-21,Better Price Found,Exchange,649.69,1.47,Good,EMP0011
RET0006811,ORD0010281,PRD0321,CUST018689,2024-02-28,Better Price Found,Partial Refund,2912.01,9.67,Fair,EMP0087
RET0006812,ORD0035972,PRD0117,CUST005134,2025-01-09,Defective Product,Exchange,3049.02,4.54,Fair,EMP0061
RET0006813,ORD0083979,PRD0002,CUST016661,2023-07-31,Defective Product,Full Refund,292.33,11.92,Damaged,EMP0013
RET0006814,ORD0041888,PRD0185,CUST015247,2023-12-28,Late Delivery,Full Refund,2955.5,9.02,Good,EMP0095
RET0006815,ORD0062259,PRD0378,CUST004317,2023-11-24,Damaged in Transit,Partial Refund,387.32,10.29,Like New,EMP0131
RET0006816,ORD0001158,PRD0094,CUST001759,2023-06-19,Wrong Item Shipped,Full Refund,1367.34,10.19,Poor,EMP0087
RET0006817,ORD0068833,PRD0174,CUST011183,2023-08-08,Late Delivery,Exchange,34.44,6.23,Like New,EMP0144
RET0006818,ORD0068737,PRD0363,CUST012654,2024-07-26,Defective Product,Partial Refund,3047.56,4.85,Poor,EMP0092
RET0006819,ORD0071826,PRD0273,CUST018272,2024-08-22,Defective Product,Partial Refund,1232.8,5.23,Damaged,EMP0036
RET0006820,ORD0008037,PRD0425,CUST018001,2023-12-29,Duplicate Order,Exchange,2658.73,9.77,Fair,EMP0164
RET0006821,ORD0031567,PRD0461,CUST009937,2024-11-15,Better Price Found,Full Refund,3209.49,4.47,Like New,EMP0113
RET0006822,ORD0016139,PRD0301,CUST008862,2024-06-26,Late Delivery,Exchange,109.3,10.43,Like New,EMP0059
RET0006823,ORD0004240,PRD0436,CUST012111,2023-05-23,Duplicate Order,Partial Refund,3284.66,12.08,Good,EMP0183
RET0006824,ORD0006335,PRD0411,CUST002869,2023-10-25,Better Price Found,Partial Refund,3318.75,14.68,Like New,EMP0042
RET0006825,ORD0036865,PRD0226,CUST001848,2023-11-15,Changed Mind,Full Refund,84.73,14.8,Like New,EMP0029
RET0006826,ORD0066693,PRD0286,CUST013194,2024-12-26,Not As Described,Exchange,1044.92,4.85,Like New,EMP0126
RET0006827,ORD0064308,PRD0224,CUST004077,2023-03-14,Duplicate Order,Partial Refund,1233.84,10.53,Good,EMP0044
RET0006828,ORD0058704,PRD0430,CUST019624,2024-03-28,Defective Product,Full Refund,1578.24,2.78,Good,EMP0108
RET0006829,ORD0051288,PRD0029,CUST008537,2023-03-24,Damaged in Transit,Partial Refund,515.44,3.91,Good,EMP0153
RET0006830,ORD0057880,PRD0086,CUST016040,2024-01-26,Wrong Item Shipped,Partial Refund,1937.26,4.43,Damaged,EMP0019
RET0006831,ORD0004031,PRD0263,CUST013600,2023-12-10,Better Price Found,Partial Refund,2745.95,6.53,Fair,EMP0052
RET0006832,ORD0050984,PRD0046,CUST005913,2025-01-19,Duplicate Order,Partial Refund,203.07,0.75,Fair,EMP0173
RET0006833,ORD0056919,PRD0016,CUST006500,2024-03-02,Late Delivery,Partial Refund,1540.64,8.53,Fair,EMP0017
RET0006834,ORD0037805,PRD0499,CUST004779,2023-03-07,Defective Product,Full Refund,853.88,4.04,Good,EMP0171
RET0006835,ORD0060136,PRD0237,CUST006811,2023-10-22,Late Delivery,Exchange,430.4,4.29,Like New,EMP0051
RET0006836,ORD0060584,PRD0497,CUST013211,2023-09-28,Wrong Item Shipped,Full Refund,1830.45,12.2,Like New,EMP0013
RET0006837,ORD0066474,PRD0233,CUST005431,2023-12-08,Defective Product,Partial Refund,2790.89,5.15,Like New,EMP0010
RET0006838,ORD0062209,PRD0044,CUST001337,2025-01-02,Late Delivery,Partial Refund,94.74,5.54,Fair,EMP0142
RET0006839,ORD0063214,PRD0276,CUST003923,2024-03-11,Damaged in Transit,Full Refund,441.22,11.09,Fair,EMP0080
RET0006840,ORD0021661,PRD0214,CUST003947,2024-04-19,Late Delivery,Full Refund,4471.05,2.54,Damaged,EMP0082
RET0006841,ORD0073703,PRD0051,CUST012309,2023-02-12,Better Price Found,Full Refund,3728.33,3.4,Good,EMP0064
RET0006842,ORD0084819,PRD0054,CUST010553,2024-05-21,Damaged in Transit,Exchange,748.43,12.98,Good,EMP0012
RET0006843,ORD0008282,PRD0005,CUST019144,2024-06-29,Duplicate Order,Partial Refund,3835.14,11.09,Good,EMP0189
RET0006844,ORD0035358,PRD0030,CUST014147,2023-03-23,Defective Product,Partial Refund,482.04,4.22,Damaged,EMP0030
RET0006845,ORD0009739,PRD0212,CUST018425,2024-08-20,Better Price Found,Partial Refund,2945.31,5.51,Like New,EMP0015
RET0006846,ORD0078446,PRD0417,CUST013398,2024-01-30,Damaged in Transit,Exchange,3018.65,13.82,Good,EMP0166
RET0006847,ORD0056746,PRD0456,CUST005473,2024-08-12,Better Price Found,Full Refund,145.84,9.93,Good,EMP0072
RET0006848,ORD0088904,PRD0386,CUST005301,2023-04-01,Wrong Item Shipped,Partial Refund,21.98,7.86,Good,EMP0028
RET0006849,ORD0072045,PRD0065,CUST003119,2024-11-08,Defective Product,Exchange,200.02,13.68,Like New,EMP0041
RET0006850,ORD0039575,PRD0342,CUST016342,2024-06-01,Damaged in Transit,Partial Refund,6317.02,13.23,Good,EMP0116
RET0006851,ORD0051203,PRD0260,CUST005054,2024-12-04,Changed Mind,Partial Refund,5439.4,13.1,Good,EMP0027
RET0006852,ORD0024607,PRD0213,CUST002437,2024-12-04,Wrong Item Shipped,Exchange,4790.17,5.56,Poor,EMP0077
RET0006853,ORD0042212,PRD0068,CUST019459,2024-05-02,Changed Mind,Full Refund,329.49,5.39,Poor,EMP0042
RET0006854,ORD0006267,PRD0005,CUST018561,2024-02-29,Better Price Found,Full Refund,6041.74,3.81,Poor,EMP0106
RET0006855,ORD0047499,PRD0052,CUST007451,2023-02-11,Defective Product,Exchange,6435.8,11.9,Like New,EMP0069
RET0006856,ORD0049205,PRD0284,CUST000561,2023-03-20,Late Delivery,Full Refund,2380.05,3.08,Good,EMP0163
RET0006857,ORD0049722,PRD0389,CUST005652,2024-07-18,Wrong Item Shipped,Partial Refund,1799.5,1.49,Fair,EMP0142
RET0006858,ORD0079299,PRD0449,CUST012638,2024-01-13,Late Delivery,Partial Refund,396.9,6.57,Poor,EMP0101
RET0006859,ORD0014307,PRD0479,CUST015590,2023-02-27,Not As Described,Exchange,835.49,5.67,Good,EMP0183
RET0006860,ORD0079029,PRD0334,CUST009656,2024-01-14,Defective Product,Partial Refund,88.39,5.63,Like New,EMP0178
RET0006861,ORD0096956,PRD0004,CUST018876,2024-11-09,Not As Described,Full Refund,170.18,12.16,Like New,EMP0153
RET0006862,ORD0047584,PRD0206,CUST008695,2024-11-19,Wrong Item Shipped,Full Refund,3313.42,0.63,Fair,EMP0124
RET0006863,ORD0017104,PRD0312,CUST004553,2024-06-30,Duplicate Order,Partial Refund,602.19,0.57,Fair,EMP0185
RET0006864,ORD0009451,PRD0017,CUST014572,2024-10-23,Duplicate Order,Exchange,54.71,13.07,Good,EMP0100
RET0006865,ORD0082240,PRD0173,CUST010366,2024-06-16,Late Delivery,Exchange,941.92,1.7,Good,EMP0108
RET0006866,ORD0047724,PRD0489,CUST016605,2024-07-04,Defective Product,Exchange,1696.31,11.17,Good,EMP0043
RET0006867,ORD0099914,PRD0347,CUST015720,2023-03-08,Duplicate Order,Full Refund,475.0,1.25,Poor,EMP0111
RET0006868,ORD0026188,PRD0481,CUST000489,2024-09-15,Late Delivery,Exchange,1145.86,11.4,Good,EMP0157
RET0006869,ORD0077642,PRD0241,CUST017104,2024-06-09,Not As Described,Full Refund,4799.55,5.61,Poor,EMP0008
RET0006870,ORD0077427,PRD0391,CUST011419,2023-03-21,Wrong Item Shipped,Full Refund,1377.7,1.92,Fair,EMP0005
RET0006871,ORD0028235,PRD0301,CUST009529,2025-01-24,Not As Described,Exchange,1867.5,0.83,Damaged,EMP0030
RET0006872,ORD0025984,PRD0411,CUST016380,2024-02-02,Late Delivery,Exchange,539.7,8.43,Good,EMP0199
RET0006873,ORD0008977,PRD0492,CUST004505,2024-11-07,Wrong Item Shipped,Full Refund,4674.0,5.42,Good,EMP0046
RET0006874,ORD0054748,PRD0228,CUST008300,2025-01-03,Late Delivery,Partial Refund,2433.17,2.35,Good,EMP0094
RET0006875,ORD0041541,PRD0379,CUST013923,2024-02-09,Wrong Item Shipped,Exchange,6868.61,2.14,Good,EMP0142
RET0006876,ORD0046113,PRD0363,CUST014542,2024-02-05,Not As Described,Exchange,1107.93,2.7,Good,EMP0188
RET0006877,ORD0033772,PRD0115,CUST011413,2023-07-27,Wrong Item Shipped,Exchange,276.71,7.52,Like New,EMP0037
RET0006878,ORD0096470,PRD0488,CUST008009,2023-05-14,Late Delivery,Exchange,2404.96,10.93,Fair,EMP0178
RET0006879,ORD0044374,PRD0404,CUST009932,2023-11-30,Wrong Item Shipped,Exchange,6125.51,6.14,Fair,EMP0151
RET0006880,ORD0053803,PRD0322,CUST018696,2024-01-25,Late Delivery,Full Refund,2114.46,9.29,Poor,EMP0002
RET0006881,ORD0012095,PRD0239,CUST013332,2024-01-26,Not As Described,Partial Refund,2033.35,4.23,Good,EMP0079
RET0006882,ORD0085465,PRD0463,CUST010390,2023-08-21,Better Price Found,Exchange,1221.38,6.28,Poor,EMP0121
RET0006883,ORD0029366,PRD0412,CUST017445,2024-03-12,Changed Mind,Exchange,3085.01,10.56,Poor,EMP0155
RET0006884,ORD0099758,PRD0103,CUST001048,2023-12-03,Damaged in Transit,Exchange,4525.69,14.46,Good,EMP0110
RET0006885,ORD0059707,PRD0130,CUST002154,2024-07-11,Better Price Found,Full Refund,386.24,6.28,Good,EMP0075
RET0006886,ORD0006648,PRD0046,CUST013996,2024-09-21,Better Price Found,Full Refund,2643.59,6.88,Poor,EMP0033
RET0006887,ORD0059369,PRD0191,CUST013352,2023-07-06,Damaged in Transit,Exchange,782.2,2.23,Like New,EMP0110
RET0006888,ORD0002103,PRD0370,CUST018287,2024-08-29,Defective Product,Exchange,1560.87,6.51,Damaged,EMP0093
RET0006889,ORD0038462,PRD0381,CUST006156,2023-01-17,Late Delivery,Full Refund,3254.83,10.0,Like New,EMP0135
RET0006890,ORD0019479,PRD0012,CUST008706,2023-07-22,Damaged in Transit,Partial Refund,3542.97,6.99,Like New,EMP0102
RET0006891,ORD0008976,PRD0230,CUST000987,2023-12-09,Not As Described,Full Refund,2199.47,3.95,Good,EMP0091
RET0006892,ORD0070559,PRD0491,CUST010046,2023-05-10,Damaged in Transit,Full Refund,2910.57,13.9,Poor,EMP0111
RET0006893,ORD0096239,PRD0065,CUST013871,2024-02-18,Wrong Item Shipped,Partial Refund,1083.96,12.88,Good,EMP0167
RET0006894,ORD0063517,PRD0397,CUST015674,2024-03-19,Not As Described,Full Refund,2591.76,0.81,Good,EMP0121
RET0006895,ORD0040746,PRD0193,CUST008439,2024-07-30,Late Delivery,Partial Refund,1910.97,4.03,Like New,EMP0087
RET0006896,ORD0091173,PRD0468,CUST010213,2023-05-20,Wrong Item Shipped,Full Refund,780.43,4.68,Like New,EMP0007
RET0006897,ORD0058895,PRD0266,CUST006796,2024-12-01,Damaged in Transit,Partial Refund,2687.62,4.27,Good,EMP0166
RET0006898,ORD0013245,PRD0104,CUST013003,2023-02-24,Wrong Item Shipped,Exchange,1352.11,12.58,Like New,EMP0071
RET0006899,ORD0067623,PRD0454,CUST012034,2023-04-17,Late Delivery,Exchange,1373.55,3.72,Fair,EMP0058
RET0006900,ORD0075638,PRD0368,CUST006450,2023-08-06,Better Price Found,Full Refund,2897.78,0.98,Good,EMP0038
RET0006901,ORD0028177,PRD0289,CUST010084,2023-07-26,Duplicate Order,Partial Refund,285.21,7.42,Poor,EMP0140
RET0006902,ORD0083441,PRD0137,CUST016059,2024-07-07,Defective Product,Partial Refund,1108.47,10.17,Poor,EMP0144
RET0006903,ORD0061268,PRD0164,CUST012842,2023-06-02,Wrong Item Shipped,Partial Refund,825.74,7.16,Fair,EMP0017
RET0006904,ORD0011483,PRD0075,CUST016081,2023-06-15,Better Price Found,Full Refund,1000.96,4.08,Poor,EMP0025
RET0006905,ORD0060885,PRD0075,CUST006711,2024-11-04,Not As Described,Partial Refund,1910.67,1.78,Fair,EMP0184
RET0006906,ORD0092427,PRD0316,CUST000727,2023-11-04,Late Delivery,Full Refund,2673.07,12.29,Good,EMP0074
RET0006907,ORD0004399,PRD0321,CUST019967,2024-11-28,Changed Mind,Exchange,1986.22,13.76,Damaged,EMP0068
RET0006908,ORD0012338,PRD0437,CUST014202,2023-05-22,Not As Described,Partial Refund,6488.38,9.26,Good,EMP0118
RET0006909,ORD0057548,PRD0485,CUST009049,2024-01-23,Duplicate Order,Exchange,1868.35,5.06,Like New,EMP0058
RET0006910,ORD0032736,PRD0402,CUST005615,2023-07-16,Damaged in Transit,Full Refund,4914.57,3.47,Poor,EMP0037
RET0006911,ORD0099892,PRD0242,CUST003353,2024-03-15,Not As Described,Full Refund,4454.02,8.61,Good,EMP0170
RET0006912,ORD0088552,PRD0093,CUST006757,2023-06-14,Better Price Found,Exchange,551.16,1.15,Good,EMP0110
RET0006913,ORD0029991,PRD0318,CUST016704,2024-09-30,Wrong Item Shipped,Exchange,5818.17,5.38,Like New,EMP0015
RET0006914,ORD0017544,PRD0289,CUST013417,2023-06-04,Better Price Found,Full Refund,81.04,5.97,Like New,EMP0166
RET0006915,ORD0042740,PRD0409,CUST013199,2023-09-25,Better Price Found,Partial Refund,255.35,0.03,Good,EMP0010
RET0006916,ORD0039766,PRD0157,CUST007647,2023-03-02,Changed Mind,Full Refund,1094.09,0.2,Damaged,EMP0067
RET0006917,ORD0066097,PRD0473,CUST005839,2025-01-27,Better Price Found,Exchange,2656.63,4.87,Like New,EMP0097
RET0006918,ORD0066978,PRD0008,CUST017499,2024-03-31,Changed Mind,Full Refund,907.68,10.23,Good,EMP0068
RET0006919,ORD0043133,PRD0439,CUST017896,2024-10-21,Defective Product,Exchange,283.34,2.32,Good,EMP0115
RET0006920,ORD0030090,PRD0190,CUST015218,2023-07-24,Damaged in Transit,Full Refund,939.12,12.87,Poor,EMP0113
RET0006921,ORD0057599,PRD0102,CUST002761,2024-11-27,Wrong Item Shipped,Full Refund,827.54,13.43,Good,EMP0200
RET0006922,ORD0064500,PRD0015,CUST010086,2024-03-19,Changed Mind,Partial Refund,598.55,5.18,Good,EMP0163
RET0006923,ORD0087027,PRD0470,CUST008938,2023-03-16,Damaged in Transit,Full Refund,831.2,12.08,Like New,EMP0024
RET0006924,ORD0039848,PRD0471,CUST004845,2023-07-08,Late Delivery,Partial Refund,246.43,10.44,Good,EMP0130
RET0006925,ORD0040439,PRD0081,CUST018648,2023-07-17,Better Price Found,Exchange,4615.0,8.91,Good,EMP0157
RET0006926,ORD0096431,PRD0419,CUST014179,2023-09-15,Better Price Found,Partial Refund,490.17,3.03,Good,EMP0183
RET0006927,ORD0088852,PRD0187,CUST003386,2024-10-17,Damaged in Transit,Exchange,2783.27,8.32,Good,EMP0130
RET0006928,ORD0050727,PRD0102,CUST015783,2023-03-19,Defective Product,Exchange,3849.22,9.22,Like New,EMP0009
RET0006929,ORD0072108,PRD0406,CUST008595,2024-06-29,Not As Described,Full Refund,4474.82,5.35,Like New,EMP0128
RET0006930,ORD0089310,PRD0479,CUST000999,2024-09-22,Better Price Found,Partial Refund,886.87,6.98,Fair,EMP0091
RET0006931,ORD0080578,PRD0036,CUST004324,2023-05-11,Changed Mind,Full Refund,443.76,1.08,Like New,EMP0181
RET0006932,ORD0063071,PRD0301,CUST003255,2024-04-27,Better Price Found,Partial Refund,4377.95,9.08,Good,EMP0076
RET0006933,ORD0075188,PRD0386,CUST018618,2025-01-04,Late Delivery,Partial Refund,740.76,11.81,Like New,EMP0031
RET0006934,ORD0005564,PRD0350,CUST015389,2023-05-27,Late Delivery,Exchange,2107.98,4.4,Fair,EMP0198
RET0006935,ORD0084337,PRD0422,CUST005141,2023-10-09,Duplicate Order,Full Refund,393.25,4.74,Good,EMP0153
RET0006936,ORD0092813,PRD0407,CUST002822,2023-02-18,Wrong Item Shipped,Full Refund,1141.98,0.06,Fair,EMP0053
RET0006937,ORD0066900,PRD0224,CUST000847,2024-01-07,Not As Described,Full Refund,1895.19,9.65,Like New,EMP0174
RET0006938,ORD0090371,PRD0465,CUST012720,2023-04-26,Not As Described,Partial Refund,3796.1,4.77,Damaged,EMP0185
RET0006939,ORD0042438,PRD0181,CUST019732,2023-07-09,Wrong Item Shipped,Partial Refund,1535.06,8.41,Like New,EMP0067
RET0006940,ORD0025504,PRD0238,CUST014131,2024-12-03,Not As Described,Full Refund,2682.58,14.94,Good,EMP0055
RET0006941,ORD0079729,PRD0313,CUST000207,2024-07-15,Damaged in Transit,Exchange,1224.21,12.52,Good,EMP0102
RET0006942,ORD0030567,PRD0121,CUST006363,2024-03-03,Better Price Found,Partial Refund,294.01,5.65,Damaged,EMP0052
RET0006943,ORD0034082,PRD0171,CUST010299,2025-01-20,Changed Mind,Partial Refund,1333.78,5.21,Good,EMP0099
